Algoritmo,Tamanho do número,Número gerado,Tempo para gerar em µs
Congruência Linear,512 bits,12744326630371071442248284549860578454319488853890165697779421027894244443409654384921261276336904408481731567596257069509621087461651918792690034461702660,0.5000001692678779
Congruência Linear,512 bits,11417364031228020127596803653170043107999734920485710337891140196239205270081869201160035232676906370065130986415799106821355496761062616485202805372939795,0.5000001692678779
Congruência Linear,512 bits,7436476233798866183642360963098437069040473120272344258226297701274087750098513649876357101696912254815329242874425218756558724659294709562741118106651200,0.400003045797348
Congruência Linear,512 bits,8901620771454001451353057891089465079642053540224639396955331660100499220221993972827197006923833336755955870436789605415922291165937558741789705313869511,0.39999940781854093
Congruência Linear,512 bits,13297054384419407254485148675062549111446794800081524813142433536579733630592434941679716722604596582577835753123882765394012990685866106278935466935524444,0.39999940781854093
Congruência Linear,512 bits,13075547293373027564307396028775955079381652759059787683980177722295672831630210871435401571479982892353443542998676194474531206433705178943939102794405147,0.400003045797348
Congruência Linear,512 bits,12411026020233888493774138089916172983186226635994576296493410279443490434743538660702456118106141821680266912623056481716085853677222396938950010371047256,0.39999940781854093
Congruência Linear,512 bits,10417462200816471282174364273336826694599948266798942134033107950886943244083522028503619757984618609660737021496197343440749795407774050923982733100973583,0.39999940781854093
Congruência Linear,512 bits,4436770742564219647375042823598787828841113159212039646652200965217301672103472131907110677620048973602147348115619928614741620599429012879080901290752564,0.39999940781854093
Congruência Linear,512 bits,13310312227692658942125128470796363486523339477636118939956602895651905016310416395721332032860146920806442044346859785844224861798287038637242703872257699,0.300002284348011
Congruência Linear,512 bits,13115320823192782627227335415977398204611286791723570064422685799512186988784155233560247502246633907039262416667607255825166819770967976018860813604604912,0.39999940781854093
Congruência Linear,512 bits,12530346609693153682533956251520502358875128733985923437820934511093032906205371747076993910406094865737723533629849665767992693689010788163715142801646551,1.6000012692529708
Congruência Linear,512 bits,10775423969194266848453818758149814821666654560772983558015680645835570658469021287627233134884477741833106884516576895596470315443139224598278130392771468,0.39999940781854093
Congruência Linear,512 bits,5510656047697606346213406278037752210041232041134163918599919050063183915259969909277950808319626370119256937176758585081903180705524533901967093166146219,0.39999940781854093
Congruência Linear,512 bits,3124160213150221939066193835907410502644330302810098378076195706467787715706362751031978126791975682667738953343789704391955659304627031759467630492354568,0.400003045797348
Congruência Linear,512 bits,9372480639450665817198581507722231507932990908430295134228587119403363147119088253095934380375927048003216860031369113175866977913881095278402891477063711,0.39999940781854093
Congruência Linear,512 bits,1301826058466803252447694526755002268840241084106098647238638470766561381210170805684054544793974288629586863721135237820093168117750145942341376419022948,0.39999940781854093
Congruência Linear,512 bits,3905478175400409757343083580265006806520723252318295941715915412299684143630512417052163634381922865888760591163405713460279504353250437827024129257068851,0.2999986463692039
Congruência Linear,512 bits,11716434526201229272029250740795020419562169756954887825147746236899052430891537251156490903145768597666281773490217140380838513059751313481072387771206560,0.300002284348011
Congruência Linear,512 bits,8333687718718493616939702225973369003727777629679876719996115823253629232527517799865724113103498937618781604097679319435007773555360800550349865301451495,0.39999940781854093
Congruência Linear,512 bits,11593255226212883751245081679714260883703967068447236782264786026039123667509006422795298041143593385166312954106551907451269437854135831704615946898270396,0.39999940781854093
Congruência Linear,512 bits,7964149818753457054587195042731090396153169564156923591347235190673842942379925314782145527096973300118875145946683620646300547938514355220980542682643003,0.39999940781854093
Congruência Linear,512 bits,10484641526317774064187560129987425060980142871878377396318144128299764797066228967544562283124016472666593579653564811085147761003596495716507979041844920,0.39999940781854093
Congruência Linear,512 bits,4638308719068127993414630393550582927981696974450345433507309497455766331051592949029938253038242562619717022587722331547935517386896347256656639113366575,0.39999940781854093
Congruência Linear,512 bits,507118227261786880669866182445902656465725102758642922798367048645534963081231870287940460947824260169119209576680943790052669348742471823536268334015636,0.39999940781854093
Congruência Linear,512 bits,1521354681785360642009598547337707969397175308275928768395101145936604889243695610863821382843472780507357628730042831370158008046227415470608805002046915,0.39999940781854093
Congruência Linear,512 bits,4564064045356081926028795642013123908191525924827786305185303437809814667731086832591464148530418341522072886190128494110474024138682246411826415006140752,0.2999986463692039
Congruência Linear,512 bits,284384206125648678512361927833525597095211953890965537832348869707679973119713520972518147424351596876186800383899431477668189604100169289045596012338167,0.5000001692678779
Congruência Linear,512 bits,853152618376946035537085783500576791285635861672896613497046609123039919359140562917554442273054790628560401151698294433004568812300507867136788037014508,0.2999986463692039
Congruência Linear,512 bits,2559457855130838106611257350501730373856907585018689840491139827369119758077421688752663326819164371885681203455094883299013706436901523601410364111043531,0.2999986463692039
Congruência Linear,512 bits,7678373565392514319833772051505191121570722755056069521473419482107359274232265066257989980457493115657043610365284649897041119310704570804231092333130600,0.2999986463692039
Congruência Linear,512 bits,9627312766234945859927291156309727237232802444575815186696697002600313792623248221972095643205575919281098972909367898837369475120167142466259627993307711,0.39999940781854093
Congruência Linear,512 bits,2066322438819643380633823472517489456739675692542658804642968120357413317722650712312538333282920902463233202355131594804600659736608287505911585967754948,0.39999940781854093
Congruência Linear,512 bits,6198967316458930141901470417552468370219027077627976413928904361072239953167952136937614999848762707389699607065394784413801979209824862517734757903264851,0.300002284348011
Congruência Linear,512 bits,5189094019434193326130386254451558983177715412291535864063151639494955829430309434010970701379384694479066963009698302387652054817528017606770624703710464,0.39999940781854093
Congruência Linear,1024 bits,145676233500941332174831641046462010909857449275328177205919097429603427578151923098065777936601896609376850222640421264946302382712960104499706165926515201034552436268289253591263625382471142252951384730876831696285275142932202804399998858056128834108878371506833497237136729860791887583523399880772199328499,0.7999988156370819
Congruência Linear,1024 bits,77490073530360814978633884981581086005976952037523217070897129973344931123453843028780379164990617785890322908178477079521327610510047068513423636500597354348121521955136790221186436944921238519947988288460483551179524064111682650252170353086732027999934093151327895231515697705416230140899486983068149711072,0.5000001692678779
Congruência Linear,1024 bits,52700907104850854162971135865840784656133158218338993939261308762302117564860565953632660172564317336550854844664037880905193062715724583047423478862317938666596672440544885387257091233517621440390881913296444884700421509992585069282597948719368846836451768769397387454599847177768974117863104619580224996007,0.5000001692678779
Congruência Linear,1024 bits,158102721314552562488913407597522353968399474655016981817783926286906352694581697860897980517692952009652564533992113642715579188147173749142270436586953815999790017321634656161771273700552864321172645739889334654101264529977755207847793846158106540509355306308192162363799541533306922353589313858740674988028,0.300002284348011
Congruência Linear,1024 bits,114769536971194505920879184634762115181603028176589630906491616545253706472743167317276986908263783986717465842233554212829158026812688002441116448481913199243834265115172997932709381899166404724611771315497992424627492225248339860595555317392665147201364897555403890611504132722961334451097228916973576689659,0.6000009307172149
Congruência Linear,1024 bits,164539297427351926989707034825383872183011386635538235446044768478028443612728538819122483402383815939032283646829269280828684311623647384830501914806265473353734901920653508521825926096253120054382230994408971505044325993402556700312752841637168204440744181981625373594565152230404287048456330421296505931768,0.5000001692678779
Congruência Linear,1024 bits,134079265309592599423260066318346669825438764118153391791274143118619979227183690191950495562336375774856623180745021127168473397242108909505810883139848171305668918912229555012873339086267171924240527079056902977456676615522744337990432303829850138995531524575703524303800964814253428535698278604641069520879,0.700001692166552
Congruência Linear,1024 bits,42699168956314616723919160797235062752720896565998860826962267040394586070549144310434532042194055282329641782492276666187840654097493483531737788140596265161470969886957694486015578056309327533815415333000697394693728481883307251023470690407895942659893552357937976431508402565800852997424123154674760288212,0.6000009307172149
Congruência Linear,1024 bits,128097506868943850171757482391705188258162689697996582480886801121183758211647432931303596126582165846988925347476829998563521962292480450595213364421788795484412909660873083458046734168927982601446245999002092184081185445649921753070412071223687827979680657073813929294525207697402558992272369464024280864643,0.39999940781854093
Congruência Linear,1024 bits,24753893634368368969411409017310618050892673305528432895800241048085923023940372528493833734931425498726548282687703280372986349248608106799945231986418137697702942132888279821535763304291759565432572092836265014567254972264839496263409992589409009612340949852269191403681131215248244367146395732824394319504,0.6000009307172149
Congruência Linear,1024 bits,74261680903105106908234227051931854152678019916585298687400723144257769071821117585481501204794276496179644848063109841118959047745824320399835695959254413093108826398664839464607289912875278696297716278508795043701764916794518488790229977768227028837022849556807574211043393645744733101439187198473182958519,0.2999986463692039
Congruência Linear,1024 bits,43015729223083729951772162076893089096236361855525238788772088275040631409962389623736026291975293467418820664317936165698087374423056338706659657238289114901558585771129033117519650137379741969440065883441379362267144068041092584896776822763853849347718037985836424393182934998754482999482205265795324738348,0.5999972927384079
Congruência Linear,1024 bits,129047187669251189855316486230679267288709085566575716366316264825121894229887168871208078875925880402256461992953808497094262123269169016119978971714867344704675757313387099352558950412139225908320197650324138086801432204123277754690330468291561548043154113957509273179548804996263448998446615797385974215051,0.2999986463692039
Congruência Linear,1024 bits,27602936035290388020088420534232855142531860911265834552088632159900331078659580348207281982962569164529158219118638775965206832178673803374242053865653785358491485090430327505072412033925489486054427046802402722727995247684907501123165183793030169802761320503355223058751923111830914385669134732909474370728,0.5000001692678779
Congruência Linear,1024 bits,82808808105871164060265261602698565427595582733797503656265896479700993235978741044621845948887707493587474657355916327895620496536021410122726161596961356075474455271290982515217236101776468458163281140407208168183985743054722503369495551379090509408283961510065669176255769335492743157007404198728423112191,0.300002284348011
Congruência Linear,1024 bits,68657110831381901407865265729193222920989050307161853695367608281370303902435260001157060524255586459642310092196355626028071720793647607875331054151409943848655472389007462269349488704083311255036760469136618735713806546821704628634573543596444291061501373845610709288820062067998513166186856266561045199364,0.6000009307172149
Congruência Linear,1024 bits,26202019007914113450665278108677195401169453027254903812672743686378235901804816870762704250359223357806816396717673520425425393566526201133145731814755707168198523742156901531746246511003839645657198455324850438303268958122651004429807520248505636021153610852245829626512940265515823193725212470058911460883,0.5000001692678779
Congruência Linear,1024 bits,78606057023742340351995834326031586203508359081764711438018231059134707705414450612288112751077670073420449190153020561276276180699578603399437195444267121504595571226470704595238739533011518936971595365974551314909806874367953013289422560745516908063460832556737488879538820796547469581175637410176734382656,0.2999986463692039
Congruência Linear,1024 bits,56048857584995430283056983899192285248727379351063477040624612019671447310742388704155860930825474199141233690587668326170038773284319187705464155693327240136018820254546628509413998997788462691461703145838648175891269940761396158394354571695723487027031986985626168398669216451162692438691555900905979010759,0.5000001692678779
Congruência Linear,1024 bits,168146572754986290849170951697576855746182138053190431121873836059014341932227166112467582792476422597423701071763004978510116319852957563116392467079981720408056460763639885528241996993365388074385109437515944527673809822284188475183063715087170461081095960956878505196007649353488077316074667702717937032284,0.39999940781854093
Congruência Linear,1024 bits,144901091292495691001651816934925620514951018371109978818761345861577674185679572071985793732614195750030875455546228220212769421930039444363482539960996912468633595441188686032121551777603975984249162408377822045345128102167639662601364924179856908916586861501462919108128456183504799338553290448905362822427,0.5000001692678779
Congruência Linear,1024 bits,75164646905023891459094412646971914821257659324868621909423875269267670946036789950540426553027515207852398606895897945320728728161285088104752758604042488650364999473835087543760216130319739713841321320963454598359082941817993224856268551457916252423059563135216160844490876673554965405989158687467640192856,0.49999653128907084
Congruência Linear,1024 bits,45724627228840083604352718862013271101975280080375208454841544650070337032609406718912802336675009602437081940816300478303396415669438641821410845172653341573327104996639777354978428789713125022070881010805358026239098143111516793094892543832921520105828178721062184293525384082185179913132119732778696441359,0.5000001692678779
Congruência Linear,1024 bits,137173881686520250813058156586039813305925840241125625364524633950211011097828220156738407010025028807311245822448901434910189247008315925464232535517960024719981314989919332064935286369139375066212643032416074078717294429334550379284677631498764560317484536163186552880576152246555539739396359198336089324084,0.39999940781854093
Congruência Linear,1024 bits,51983018087097570893313431600314493194182124934915561546713739535167681682482734204798266385260014379693509707603917589412988203396114531407002745274931825404408158120027025642201419904925936959731763193078210698475581923318725374906206673414639206625752587120387062161833964862707186608518364935759819697827,0.5000001692678779
Congruência Linear,1024 bits,155949054261292712679940294800943479582546374804746684640141218605503045047448202614394799155780043139080529122811752768238964610188343594221008235824795476213224474360081076926604259714777810879195289579234632095426745769956176124718620020243917619877257761361161186485501894588121559825555094807279459093488,0.2999986463692039
Congruência Linear,1024 bits,108308535811414956493959846245025492024043728625778739373563493501043783531342681577767442822525057375001359608692471589399314292936197537677329846195438179884137636230512260227208339941841244398679702833533884748603935945183602611208033839650098385305072262714310962976611191887405246866994571762589929006039,0.5000001692678779
Congruência Linear,1024 bits,145156293948013278708949019656174002710333487983105560847260399345398674788527081600593851145167636103883964946206021410539153109994175990539142107946840415274645015266671295405322800224277639076586025548516648476973657153208344952150188408409467918751866277458346590689886329723736024296148358958145562880908,0.5000001692678779
Congruência Linear,1024 bits,75930254871576654580986020810717061407405068160855367994921035720730672754579318536364598790687836269411667078875277516299879792353694726631731462561572997068399258950282915663363961470340728990851910741379933893244670094940109093502739004146749281928897811005867175589764497294248640278774364215188240368299,1.5999976312741637
Congruência Linear,1024 bits,48021451128498372970027543353248710860417506588335446711333026004459342458236992476385319049655972787114887356754439191240849608246667557402346957045244866827429883425983261713789664809776092853102649272054795910895859602477864399034303901899420608623342922333015228529346245944266204531487736315940496967688,0.5000001692678779
Congruência Linear,1024 bits,144064353385495118910082630059746132581252519765006340133999078013378027374710977429155957148967918361344662070263317573722548824740002672207040871135734600482289650277949785141368994429328278559307947816164387732687578807433593197102911705698261825870028766999045685588038737832798613594463208947821490903071,0.300002284348011
Congruência Linear,1024 bits,72654433184022175184386852021433451020162163506557705855137071724668730513131006022050916802088683041793758451047166005850066936591174771635427752128255552691333163984118384871502544085492647439017677544323151660386435057615853828360908896013131003283385279627964460284221721621436408173718914184216024434788,0.6000009307172149
Congruência Linear,1024 bits,38193986065834934780230036985397879698688792625442460291981134016273515733892054933444273083858513104261161473270104659891411040959107692413435825745292533696231598527489669338205412655231848197599949680884449212321154490505098603608813577498565772686805328199307082612717918925829508216321386223023849167155,0.49999653128907084
Congruência Linear,1024 bits,114581958197504804340690110956193639096066377876327380875943402048820547201676164800332819251575539312783484419810313979674233122877323077240307477235877601088694795582469008014616237965695544592799849042653347636963463471515295810826440732495697318060415984597921247838153756777488524648964158669071547501472,0.2999986463692039
Congruência Linear,1024 bits,163976561106282822249139813789678443926401435734751485354400124988728965799527531268289980432319081917230339379559548581363909599817552609228075001068158678888316493322541538767546494295840539658946464175875037142052239732203424551005409086946264717017897443109177445274514024393985857642057119677590418367207,0.5000001692678779
Congruência Linear,1024 bits,132391056346385285201558403211230385055608911415793141516340212650721545787580667539452986652142173709450790378935859028774149261823824582698530141925527787909413693117893645750035043685029430737933226623455099888480417831925347890068401039757139676726991307958359739343647581304998140316500646373522806827196,0.5000001692678779
Congruência Linear,1024 bits,37634542066692674058814171475886208443231338458918110002160475636699285751740076352942005311611449086112143377064790371004868247842640503109895564497635114972705292503949966697500691852596103974893513966195288127764952131091117907257376898189764555854272902505906621551048252038034988339831226461319972207163,0.5000001692678779
Congruência Linear,1024 bits,112903626200078022176442514427658625329694015376754330006481426910097857255220229058826015934834347258336430131194371113014604743527921509329686693492905344918115877511849900092502075557788311924680541898585864383294856393273353721772130694569293667562818707517719864653144756114104965019493679383959916621496,0.300002284348011
Congruência Linear,1024 bits,158941565114002475756397024204073402627284348236032332746014199572560895960159724043769570482095505753889176513711719981385024461769347905496212649839241910376579739110684215001204007072118841654588542743672587381046418497477598283842478973167053765525105611868573295719487022403835178753645681822255525727279,1.6000012692529708
Congruência Linear,1024 bits,117286068369544245723330034454415261158257648919635683691182436402217336269477245865891756801471445219427301781392373228837493847679210471502943088238777482374203430482321674451007582013864336724859462326847750605462954127747869088579610698419506822248615814236547290678566575334546103651266332807518128907412,0.5000001692678779
Congruência Linear,1024 bits,172088891622401146397059584284343310112975248864676393800117228048919333002930774464966793082006799637161791464305726328853691774223214792015981834076858322744842398022099538076720526440346916055125304028458246047550711700901144384264918984717693229582496932025055573795752480065158594648963642092930162585027,0.5000001692678779
Congruência Linear,1024 bits,156728047894740257645317714695224983615330350805567866853491521831292647397790397129483424601205326869245146633174392271243495785040811131062250640951626719478991407216567643677557140118548559926469746181204726604975833738018507389846930733071425214420789774705994124907362948318516351337220213619542039480656,0.5000001692678779
Congruência Linear,1024 bits,110645516711757591390092105927870004122395656628242286013614403178412590582369265123033319158800908565495212139780390098412907817493600148201057061575931909681438434799971960480066981153153491540503072639444168277251199849370596406592965978132621168935668302748809778242194353078589621401989928199377670167543,0.5000001692678779
Congruência Linear,1024 bits,152167236649041183397345798704707539005389271990496200767413128377505095941606832236391480153995189675365522539469776937579933683666383822110323754088321604666547410975050396163898723858214380502056134966247499062915448865769326338304984823857036269643654397561843036486635813297289147901134428268508786365420,0.49999653128907084
Congruência Linear,1024 bits,96963082974660368646176357956317670292572420183027287755379222817049936213818570443757485817170496983856339858666544097422221513370318221345276400986016565244106446075420217939091732372150953267262238994572485651070045232623053251967128250489454334604262171316356512980012948014908011093732572146277910821835,0.5000001692678779
Congruência Linear,1024 bits,111119935437749515165598554790050537515919562654851205992707587293417132835954748198563980129103954930448905696128238934607874771296538041542981772318575571354551444801395168540972977515206765682333634031632451184371985015526696874427471640927535766649436003264483240700091598106244316976362360109209508328296,0.5000001692678779
Congruência Linear,1024 bits,153590492827016954723865145291249139185960990070322960704692680722518722702363281462983463064904328770226603208513323446164834545075197502136097886316252589685886440979320020346616712944374202927547819142812347784277804364237627741808501812241780062784957499108863423860327548380253234624251723998004300847679,0.5000001692678779
Congruência Linear,1024 bits,101232851508587682625734397715942470834287574422507567567217879852090816496087918123533434549897914268439581865797183623176924097596759261422598797669809520302123536088229090487245699630630420543737291524267031815157111728027957462477679215643685714028171475957417675101088153263800271263084459334764454268612,0.5000001692678779
Congruência Linear,1024 bits,123929241039531457104272674068924939141065025373292045428223558398539773682762791237891826327286206784198631717520157511871982523975861161774948962369954436528602714839821786185434879290645167511758791620716089676633184501741409505959124536390229904921163917187666727063317213852921097484418021674669138668627,0.39999940781854093
Congruência Linear,1024 bits,12249096146131189766956984048969870699599680331414821737810512880153969437286447448258524337043548310355667392817685820298368034298750240339152025830915060830272357669734388003700198669443314296370208957978257492223252140539302754929547388089035240436790730193827584710057149681803859843583352364758967731456,0.39999940781854093
Congruência Linear,2048 bits,5334822740417744549851395592798616307670474066667404106689393147624980889476808969929049118904426112114157199187633775238575428612274032043477261717806093154891535159364447927010752738857786223822443596457301635766403577014933726051835240745389254923745761131662251020180602372777274062422622184034159010701343055689639709845754705559998720008774092852435718964793880115065896708205603035418110618270815338340136792916052479598940862176322194350106536952323465423366154822746277938033812761030029964266899864705199479725934430499285229168355556098589757596539301746806995297930354331532064207272390863237443066211059,1.1000010999850929
Congruência Linear,2048 bits,16004468221253233649554186778395848923011422200002212320068179442874942668430426909787147356713278336342471597562901325715726285836822096130431785153418279464674605478093343781032258216573358671467330789371904907299210731044801178155505722236167764771237283394986753060541807118331822187267866552102477032104029167068919129537264116679996160026322278557307156894381640345197690124616809106254331854812446015020410378748157438796822586528966583050319610856970396270098464468238833814101438283090089892800699594115598439177803291497855687505066668295769272789617905240420985893791062994596192621817172589712329198633184,0.5000001692678779
Congruência Linear,2048 bits,15696398592448693647947683646517594808590163930291152928074192901100172866423389836164240658616921545338696831766805957653059298359975367296207203073806555273392939066979035251346576899330423907605934729731647153620839974491783778304679072370027123843130204332923954138737845463454400753196047257183500710790173167817089046191107375253423910584110659636595148625067115376262044181141967004612736971573160928335287532526010459032869408434598103246555134957677901579068267720005681232579157747543338354932420239766138619598363877225214063876984479720918381033310113585829728076727870505183625717257961915525927999668903,0.6999980541877449
Congruência Linear,2048 bits,14772189706035073643128174250882832465326389121157974752092233275775863460402278615295520564327851172327372534378519853465058335929435180793533456834971382699547939833636109662289532947601619616021746550810873892585727704832731578752199122771605201058808967146735557373325960498822136450980589372426571746848605170061598796152637150973707162257475802874459123817123540469455106350717440699687952321855305668279918993859569519741009874151492663835261707259800417505977677475306223488012316140903083741327582176717759160860045634407289192992737913996365705764386738622055954625538293036945925003580329892966724402776060,0.6999980541877449
Congruência Linear,2048 bits,11999563046794213628669646063978545435535064693758440224146354399802935242338944952689360281460640053293399642213661540901055448637814621285512218118465864978012942133607332895118401092415206741269182014048554109480390895855574980094759273976339432705845255588170367077090305604925343544334215718155784855023901176795128046037226478134556917277571232588051049393292815749034292859443861784913598372701739888113813377860246701865431271302176345601381424166167965286705906741207850254311791320982319900513067987572620784645090905953514580339998216822707679957616613730734634271969560632232822862547433825289113612097531,2.2999993234407157
Congruência Linear,2048 bits,3681683069071633585294061503265684346161091411559836640308717771884150588148943964870879432859006696191480965719086603209046786762952942761448501968949311813407949033521002593605005526855968117011488403761594760164380468924105184122439727590542127646954120912474796188383340923234964824395094755343424179549789196995715795690994459617106182337857521728826826121800641587771852385623125040590536525241042547615496529862278248238695462754227390899740574885270608628890594538912730553210216861220028378069525420137205656000226720592190742381779125301733602537306239056770673211263363418093516439448745622256281240061944,0.7999988156370819
Congruência Linear,2048 bits,11045049207214900755882184509797053038483274234679509920926153315652451764446831894612638298577020088574442897157259809627140360288858828284345505906847935440223847100563007780815016580567904351034465211284784280493141406772315552367319182771626382940862362737424388565150022769704894473185284266030272538649367590987147387072983378851318547013572565186480478365401924763315557156869375121771609575723127642846489589586834744716086388262682172699221724655811825886671783616738191659630650583660085134208576260411616968000680161776572227145337375905200807611918717170312019633790090254280549318346236866768843720185839,0.39999940781854093
Congruência Linear,2048 bits,818141550333694966931676840721207155005720034323045730648114519432700154472604790640713484208146802034610730549881409387301521716085563757948365334095523200040663934388027250694851991314060946307337995470285273202632001674326900940119453976402978352005442360236860652562492417573617610948300398966887230426188439571773818798265161767391071545861519524115113038127968630615645277899665051164570134305205811813525165042042376790660813635744872193261476354202190428788225165503754769166794649253324079156050238654194206066994488061363682797796602549212985500212549375502829296724952284236695806845154746695471564326868,0.700001692166552
Congruência Linear,2048 bits,2454424651001084900795030522163621465017160102969137191944343558298100463417814371922140452624440406103832191649644228161904565148256691273845096002286569600121991803164081752084555973942182838922013986410855819607896005022980702820358361929208935056016327080710581957687477252720852832844901196900661691278565318715321456394795485302173214637584558572345339114383905891846935833698995153493710402915617435440575495126127130371982440907234616579784429062606571286364675496511264307500383947759972237468150715962582618200983464184091048393389807647638956500637648126508487890174856852710087420535464240086414692980611,0.400003045797348
Congruência Linear,2048 bits,7363273953003254702385091566490864395051480308907411575833030674894301390253443115766421357873321218311496574948932684485713695444770073821535288006859708800365975409492245256253667921826548516766041959232567458823688015068942108461075085787626805168048981242131745873062431758162558498534703590701985073835695956145964369184386455906519643912753675717036017343151717675540807501096985460481131208746852306321726485378381391115947322721703849739353287187819713859094026489533792922501151843279916712404452147887747854602950392552273145180169422942916869501912944379525463670524570558130262261606392720259244078941840,0.39999940781854093
Congruência Linear,2048 bits,22089821859009764107155274699472593185154440926722234727499092024682904170760329347299264073619963654934489724846798053457141086334310221464605864020579126401097926228476735768761003765479645550298125877697702376471064045206826325383225257362880415504146943726395237619187295274487675495604110772105955221507087868437893107553159367719558931738261027151108052029455153026622422503290956381443393626240556918965179456135144173347841968165111549218059861563459141577282079468601378767503455529839750137213356443663243563808851177656819435540508268828750608505738833138576391011573711674390786784819178160777732236825527,0.39999940781854093
Congruência Linear,2048 bits,1635453434407277720036070721077875634575117440735736118236585218999402234545206255503389397814064037426033252696598121383184140701948822203641287288840812962032023950828215122782615795659632437302262356324971992859607698335239463825999583411688905571277539475113102771786734040380894869597227518070004893477434938534342637818108153585547656225070729382671511972209847761205215124455948516029663692993316523443651160968508805328329202190731355845372189463910850269391987036382495883060052386065387764700712245828417295556461538433752309345093756153472950846129295144862713825430498065962456058070422775111077518015276,0.6999980541877449
Congruência Linear,2048 bits,4906360303221833160108212163233626903725352322207208354709755656998206703635618766510168193442192112278099758089794364149552422105846466610923861866522438886096071852484645368347847386978897311906787068974915978578823095005718391477998750235066716713832618425339308315360202121142684608791682554210014680432304815603027913454324460756642968675212188148014535916629543283615645373367845548088991078979949570330953482905526415984987606572194067536116568391732550808175961109147487649180157158196163294102136737485251886669384615301256928035281268460418852538387885434588141476291494197887368174211268325333232554045835,0.39999940781854093
Congruência Linear,2048 bits,14719080909665499480324636489700880711176056966621625064129266970994620110906856299530504580326576336834299274269383092448657266317539399832771585599567316658288215557453936105043542160936691935720361206924747935736469285017155174433996250705200150141497855276017924946080606363428053826375047662630044041296914446809083740362973382269928906025636564444043607749888629850846936120103536644266973236939848710992860448716579247954962819716582202608349705175197652424527883327442462947540471474588489882306410212455755660008153845903770784105843805381256557615163656303764424428874482593662104522633804975999697662137512,0.2999986463692039
Congruência Linear,2048 bits,11840236657685491140259032780432690173084068230149391160257455485459205193852678005394312329456815546814179861886251257851852239802127278403226604412253666854233769305060812223380428732420423700365025982390176238932615636408845767140150657777124279953911919976017469795354243198743095670517590588766201738368829007037582878668235172023222148582053517296804501191588083893209782167602149618650661117955369016252637742431275886507290107997444961920645417912359670042356524297616568632896257322038538323449552094786610282089415540442959353679315890977380235509947366775860043681978129302381361419707859074388033390181887,0.700001692166552
Congruência Linear,2048 bits,3203703901745466120062221652628118558808102020732689448642021028852960442690143122985735576847533176753821624736855754061437160255890914114591660850312717442070430547881440578391088446871618994299020308786461148521054690583917545258613878992896669391154114076016104343175153704688221202945219367174674829584572687723080293584020541283101876251304375855087181516686446020298320310097988541801724761001929932031969623575365802164271972840033239857532556123845722895842447208138885688963614864388683646878977741779174148333200624060525062399732147765751269194298498192146901441289069428539132110930021369553040574315012,0.6999980541877449
Congruência Linear,2048 bits,9611111705236398360186664957884355676424306062198068345926063086558881328070429368957206730542599530261464874210567262184311480767672742343774982550938152326211291643644321735173265340614856982897060926359383445563164071751752635775841636978690008173462342228048313029525461114064663608835658101524024488753718063169240880752061623849305628753913127565261544550059338060894960930293965625405174283005789796095908870726097406492815918520099719572597668371537168687527341624416657066890844593166050940636933225337522444999601872181575187199196443297253807582895494576440704323867208285617396332790064108659121722945043,0.39999940781854093
Congruência Linear,2048 bits,28833335115709195080559994873653067029272918186594205037778189259676643984211288106871620191627798590784394622631701786552934442303018227031324947652814456978633874930932965205519796021844570948691182779078150336689492215255257907327524910936070024520387026684144939088576383342193990826506974304572073466261154189507722642256184871547916886261739382695784633650178014182684882790881896876215522849017369388287726612178292219478447755560299158717793005114611506062582024873249971200672533779498152821910799676012567334998805616544725561597589329891761422748686483729322112971601624856852188998370192325977365168835136,0.39999940781854093
Congruência Linear,2048 bits,21865993204505570640250231243619297166930549220351647049073876923980621674898082534220457751837568844975747946051309320670564208608072838903798538185546804694639870058196903433058992564754408632481433060466315873514892208480534209658898544131257732619997788348362207179953998243499840862305818115468359627739633901743831241927184665070621519795505796016701256834378431229392595987228770000346051361323753931411292629097952943720146564376294184344571620117367943725291823250328273182567287135040595818793041942876388609126324855097470687516336939342505393574972246917099879705514237613346662698723465270709976314044103,0.7999988156370819
Congruência Linear,2048 bits,963967470894697319320940353517987579903442321623973082960939916892554746958465816266970432466879607549807916310131923023453507523236674521219309783743847842657855439988718115676582193483921683852183904630812483991092188156363116653019443716820856918830073341014011454086842947417390969702349548157218112175073038452157040940184045638735420396805035979451126386979682369515735576269389372737636898242907560781990679856935116445242990824279261224907465125637256713421218381563179128251547201667924809439768743467852431508882570755706065272579767694737306053829536480433179907252075882830083799783284104907809749671004,0.6999980541877449
Congruência Linear,2048 bits,2891902412684091957962821060553962739710326964871919248882819750677664240875397448800911297400638822649423748930395769070360522569710023563657929351231543527973566319966154347029746580451765051556551713892437451973276564469089349959058331150462570756490220023042034362260528842252172909107048644471654336525219115356471122820552136916206261190415107938353379160939047108547206728808168118212910694728722682345972039570805349335728972472837783674722395376911770140263655144689537384754641605003774428319306230403557294526647712267118195817739303084211918161488609441299539721756227648490251399349852314723429249013019,0.39999940781854093
